timestamp,open,high,low,close,volume
1732820400000,151.53,151.547,151.466,151.495,1659.78
1732824000000,151.493,151.517,151.475,151.478,1971.16
1732827600000,151.459,151.552,151.431,151.52,2093.98
1732831200000,151.517,151.54,151.513,151.517,262.92
1732834800000,151.528,151.529,150.983,151.185,10441.7197
1732838400000,151.182,151.206,150.526,150.579,39529.0195
1732842000000,150.578,150.616,149.848,149.936,54177.1289
1732845600000,149.936,150.395,149.935,150.159,38384.25
1732849200000,150.159,150.372,150.049,150.097,27139.4707
1732852800000,150.096,150.134,149.758,150.008,29028.6094
1732856400000,150.008,150.27,149.931,150.101,28111.1797
1732860000000,150.102,150.203,149.962,150,24414.3008
1732863600000,150,150.011,149.531,149.99,37640.6406
1732867200000,149.993,150.27,149.986,150.187,34315.0898
1732870800000,150.188,150.303,149.926,150.158,31325.3594
1732874400000,150.157,150.363,149.939,149.961,33629.6719
1732878000000,149.96,150.075,149.83,150.037,22850.8906
1732881600000,150.036,150.258,150.001,150.152,22683.7402
1732885200000,150.153,150.232,149.944,149.965,30543.7793
1732888800000,149.963,150.155,149.875,149.937,37764.5898
1732892400000,149.938,150.347,149.917,150.179,42259.2891
1732896000000,150.178,150.529,150.151,150.416,40173.7891
1732899600000,150.417,150.446,149.58,149.595,33776.3984
1732903200000,149.598,149.683,149.464,149.646,27413.3691
1732906800000,149.646,149.695,149.479,149.603,41316.3906
1732910400000,149.602,149.667,149.536,149.64,52548.3984
1732914000000,149.64,149.724,149.598,149.724,14577.46
1733090400000,149.514,149.688,149.486,149.565,6040.48
1733094000000,149.565,150.066,149.515,149.865,19390.3301
1733097600000,149.865,150.288,149.802,150.2,39079.2695
1733101200000,150.201,150.551,150.148,150.529,37294.7109
1733104800000,150.529,150.686,150.47,150.594,29786.5
1733108400000,150.595,150.742,150.5,150.527,23468.9805
1733112000000,150.525,150.678,150.434,150.575,25726.9492
1733115600000,150.575,150.747,150.513,150.72,28918.4297
1733119200000,150.721,150.725,150.254,150.326,32437.0098
1733122800000,150.306,150.448,149.988,150.247,44927.7109
1733126400000,150.247,150.375,150.074,150.214,40101.0586
1733130000000,150.216,150.44,150.045,150.343,32110.5
1733133600000,150.344,150.385,150.161,150.173,27528.1094
1733137200000,150.172,150.238,150.073,150.148,23656.0098
1733140800000,150.148,150.166,149.917,150.131,29892.2695
1733144400000,150.13,150.35,150.041,150.078,42595.0703
1733148000000,150.077,150.09,149.83,149.971,45598.6094
1733151600000,149.984,150.242,149.721,149.871,70323.5703
1733155200000,149.871,149.948,149.077,149.263,50616.8789
1733158800000,149.262,149.625,149.214,149.597,31842.3301
1733162400000,149.598,149.789,149.541,149.651,25926.6094
1733166000000,149.651,149.686,149.489,149.522,24203.0508
1733169600000,149.522,149.646,149.224,149.542,31344.3398
1733173200000,149.54,149.613,149.503,149.574,12104.3896
1733176800000,149.573,149.573,149.516,149.52,685.17
1733180400000,149.52,149.823,149.493,149.515,11097.71
1733184000000,149.516,149.931,149.497,149.87,30782.1406
